2.249418258667,3.5674667358398,4.2013912200928,4.4958248138428,4.6785068511963,1.3180484771728,1.9519729614258,2.2464065551758,2.4290885925293,0.633924484252997,0.928358078002997,1.1110401153565,0.29443359375,0.4771156311035,0.1826820373535,-2.1192607879639,-4.3686790466309,-5.6867275238037,-6.3206520080567,-6.6150856018067,-6.7977676391602,0
-0.140518188476595,1.0782108306884,2.4159431457519,3.3564147949218,3.7847690582275,1.218729019165,2.5564613342285,3.49693298339839,3.92528724670409,1.3377323150635,2.2782039642334,2.7065582275391,0.940471649169897,1.3688259124756,0.4283542633057,-0.371608734130898,-0.231090545654304,-1.4498195648193,-2.7875518798828,-3.7280235290527,-4.1563777923584,1
1.6444759368896,1.724250793457,1.71790122985841,1.8688850402832,1.7220211029053,0.079774856567401,0.073425292968803,0.224409103393597,0.0775451660157,-0.006349563598597,0.144634246826197,-0.002229690551701,0.150983810424794,0.004119873046896,-0.146863937377898,-1.1340198516846,-2.7784957885742,-2.8582706451416,-2.851921081543,-3.00290489196779,-2.8560409545899,1
0.129096984863303,0.263545989990202,0.335567474365202,0.424148559570305,0.634456634521502,0.1344490051269,0.2064704895019,0.295051574707003,0.5053596496582,0.072021484375,0.160602569580103,0.3709106445313,0.088581085205103,0.2988891601563,0.210308074951197,-0.945484161376896,-1.0745811462402,-1.2090301513671,-1.2810516357421,-1.3696327209472,-1.5799407958984,1
0.6937866210937,1.4431838989258,1.8028221130371,2.3630237579346,2.7276229858398,0.749397277832102,1.1090354919434,1.6692371368409,2.0338363647461,0.3596382141113,0.9198398590088,1.284439086914,0.5602016448975,0.924800872802699,0.364599227905199,-0.822910308837898,-1.5166969299316,-2.2660942077637,-2.625732421875,-3.1859340667725,-3.5505332946777,1
1.5530700683594,1.6310596466065,1.58312606811521,1.9530391693115,2.02318000793461,0.077989578247099,0.030055999755803,0.399969100952099,0.470109939575202,-0.047933578491296,0.321979522705,0.392120361328104,0.369913101196296,0.4400539398194,0.070140838623104,-0.4642009735107,-2.0172710418701,-2.0952606201172,-2.04732704162591,-2.4172401428222,-2.48738098144531,1
1.4392642974853,1.7364768981934,1.8083000183105,1.9739265441894,2.0583171844482,0.2972126007081,0.369035720825199,0.534662246704102,0.619052886962898,0.071823120117099,0.237449645996001,0.321840286254798,0.165626525878903,0.250017166137699,0.084390640258796,-0.434707641601598,-1.8739719390869,-2.171184539795,-2.2430076599121,-2.408634185791,-2.4930248260498,1
3.2798824310303,4.0125751495361,4.200345993042,4.2272090911865,4.3381938934326,0.732692718505803,0.920463562011701,0.9473266601562,1.0583114624023,0.187770843505898,0.214633941650398,0.325618743896499,0.026863098144499,0.1378479003906,0.110984802246101,-1.1819000244141,-4.4617824554444,-5.1944751739502,-5.3822460174561,-5.4091091156006,-5.5200939178467,0
2.4708843231202,3.0388545989991,3.2015647888184,3.3075160980225,3.7554397583008,0.567970275878903,0.7306804656982,0.836631774902301,1.2845554351806,0.162710189819297,0.268661499023398,0.716585159301701,0.105951309204102,0.553874969482404,0.447923660278303,-0.4503669738769,-2.9212512969971,-3.489221572876,-3.6519317626953,-3.7578830718994,-4.2058067321777,1
0.927474975585902,0.8094787597656,1.1971054077148,1.2195796966552,1.2476100921631,-0.117996215820302,0.269630432128899,0.2921047210693,0.320135116577198,0.387626647949201,0.410100936889602,0.4381313323975,0.022474288940401,0.050504684448299,0.028030395507898,-0.964490890503001,-1.8919658660889,-1.7739696502686,-2.1615962982178,-2.1840705871582,-2.2121009826661,1
1.8441181182861,3.0707626342773,3.5057182312011,3.7258434295654,3.6629848480224,1.2266445159912,1.661600112915,1.8817253112793,1.8188667297363,0.4349555969238,0.6550807952881,0.592222213745103,0.2201251983643,0.157266616821303,-0.062858581542997,-0.761205673217795,-2.6053237915039,-3.8319683074951,-4.2669239044189,-4.4870491027832,-4.4241905212402,1
1.920732498169,2.578691482544,2.8963356018067,3.2120952606201,3.1296882629395,0.657958984375,0.975603103637702,1.2913627624511,1.2089557647705,0.317644119262702,0.633403778076101,0.550996780395501,0.315759658813398,0.233352661132798,-0.0824069976806,-0.372226715087898,-2.2929592132569,-2.9509181976319,-3.2685623168946,-3.584321975708,-3.5019149780274,1
